"dataset","cluster","tf","n_pred","rho_100_vs_1000","rho_100_vs_100","top5_jac_100_1000","top5_jac_100_100","top10_jac_100_1000","top1_same_100_1000"
"vaccination","NK","MNT",72,0.893497974146247,0.835616438356165,0.666666666666667,0.428571428571429,1,TRUE
"vaccination","NK","ZEB1",72,0.88970351791112,0.826773425943791,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","NK","MGA",72,0.891632902437456,0.816804939224387,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","NK","HEY2",72,0.929931185285228,0.846228053251013,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","NK","NR4A3",72,0.938999292559007,0.921441893369349,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","NK","E2F1",72,0.922921088172873,0.707859026303942,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","NK","IRF3",72,0.924946941925526,0.848961347996656,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","NK","ELF3",72,0.919576821660557,0.841468904752717,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","NK","ETS1",72,0.92713357772204,0.849347224901923,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","NK","JUNB",72,0.936619718309859,0.857322014277446,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","NK","PRDM16",72,0.921666988230754,0.849347224901923,1,1,1,TRUE
"vaccination","NK","JUN",72,0.888963920509358,0.741687568332369,1,1,0.818181818181818,TRUE
"vaccination","NK","ZBTB7A",72,0.93195703903788,0.799472634896135,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","NK","POU2F2",72,0.948710528008232,0.877902115891697,1,1,0.818181818181818,TRUE
"vaccination","NK","EGR2",72,0.917936844813171,0.817737475078783,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","NK","AR",72,0.929931185285228,0.84973310180719,1,1,0.818181818181818,TRUE
"vaccination","NK","ID2",72,0.898385748279632,0.786706540613544,0.666666666666667,0.428571428571429,1,TRUE
"vaccination","NK","POU5F1",72,0.910573027204322,0.88687375393916,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","NK","MEF2C",72,0.904334683902502,0.852659335005467,1,1,1,TRUE
"vaccination","NK","FOSL1",72,0.96157309151714,0.882243231075953,1,1,0.818181818181818,TRUE
"vaccination","NK","BCL6",72,0.929384526336099,0.90246961219371,0.666666666666667,1,0.818181818181818,TRUE
"vaccination","NK","CREB3L3",72,0.920702295967586,0.796610714515403,1,1,1,TRUE
"vaccination","NK","MAFF",72,0.902598237828799,0.795067206894334,1,0.666666666666667,1,TRUE
"vaccination","NK","JDP2",72,0.931346067271207,0.841983407293074,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","NK","BRCA1",72,0.924979098334298,0.857418483503762,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","NK","SPI1",72,0.9490964049135,0.907357386327095,1,1,0.818181818181818,TRUE
"vaccination","NK","HNF4A",72,0.938742041288829,0.87539391600746,1,1,1,TRUE
"vaccination","NK","JUND",72,0.918515660171072,0.849765258215963,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","NK","KLF2",72,0.883240079747894,0.842915943147469,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","NK","IRF1",72,0.931410380088752,0.882500482346132,1,0.666666666666667,1,TRUE
"vaccination","NK","SRF",72,0.916329024374558,0.850022509486141,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","NK","STAT1",72,0.923821467618497,0.884429866872468,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","NK","GLIS2",72,0.972988616631295,0.920445044697408,1,1,0.818181818181818,TRUE
"vaccination","NK","KLF13",72,0.90388449417969,0.792977040324137,1,1,1,TRUE
"vaccination","NK","FOS",72,0.936458936265998,0.88828863592514,0.666666666666667,0.428571428571429,1,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","ZNF467",160,0.938890191023087,0.884788468299543,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","FOSB",160,0.943308332356733,0.897474510723075,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","KLF10",160,0.932207312785655,0.889124575178718,0.666666666666667,1,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","YY1",160,0.928750146490097,0.877692487987812,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","RXRA",160,0.908379233563811,0.835983827493261,0.666666666666667,1,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","EGR1",160,0.958514004453299,0.898962850111332,0.666666666666667,1,1,FALSE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","BDP1",160,0.932895816242822,0.853345833821634,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","KLF9",160,0.934817766318997,0.88397691316067,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","BHLHE40",160,0.938834524786124,0.856281495370913,1,1,1,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","BCL3",160,0.932512012187976,0.849252900503926,1,1,1,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","SNAI1",160,0.924428688620649,0.863852103597797,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","CREB5",160,0.956214109926169,0.886704558771827,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","KLF13",160,0.946147310441814,0.893103246220555,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","CEBPD",160,0.949803703269659,0.901040079690613,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","USF1",160,0.923845658033517,0.878703269658971,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","KLF7",160,0.93680417203797,0.825445329895699,0.666666666666667,1,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","BCLAF1",160,0.924876948318294,0.831536388140162,1,0.666666666666667,1,FALSE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","AHR",160,0.949185515059182,0.867613969295675,1,1,0.666666666666667,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","CUX1",160,0.936288526895582,0.882843079807805,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","RUNX3",160,0.951192429391773,0.892464549396461,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","MBD2",160,0.944814250556662,0.869034923239189,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","PRDM1",160,0.944717567092464,0.891257470994961,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","ETV6",160,0.935975038087425,0.900181647720614,1,0.666666666666667,0.538461538461538,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","JUND",160,0.94407887026837,0.887867690144146,1,1,1,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","NFE2L2",160,0.922796788937068,0.870716629555842,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","CREB1",160,0.951116254541193,0.885016992851283,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","HIVEP3",160,0.952141685222079,0.88684225946326,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","ID1",160,0.938485878354623,0.895338685104887,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","MLXIP",160,0.91606703386851,0.878380991444978,0.666666666666667,0.428571428571429,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","NR4A2",160,0.940595335755303,0.873810500410172,0.666666666666667,1,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","MXI1",160,0.949261689909762,0.897181530528536,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","LMO2",160,0.955481659439822,0.882345013477089,1,0.666666666666667,0.666666666666667,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","XBP1",160,0.949824211883277,0.876210008203445,1,1,0.666666666666667,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","MNT",160,0.942356146724481,0.866313137231923,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","ATF4",160,0.94438356967069,0.874132778624165,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","IKZF1",160,0.925325208015938,0.85694363061057,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","CEBPZ",160,0.946372905191609,0.881674088831595,1,1,0.666666666666667,FALSE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","RUNX1",160,0.892086604945506,0.79106703386851,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","HLX",160,0.948101488339388,0.875269541778976,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","FOSL2",160,0.96259814836517,0.907488573772413,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","GTF2I",160,0.952258877299894,0.876142622758701,1,1,1,FALSE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","BATF",160,0.931650650416032,0.849654283370444,1,1,0.666666666666667,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","ARID3A",160,0.949721668815188,0.893393296613149,1,0.666666666666667,1,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","ID3",160,0.964482011016055,0.90388784718153,0.666666666666667,0.428571428571429,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","EGR3",160,0.950817414742763,0.925404312668463,1,1,0.818181818181818,FALSE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","KLF11",160,0.944937302238369,0.860764092347357,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","POU2F2",160,0.946267432321575,0.88639106996367,1,1,1,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","JDP2",160,0.940451775459979,0.877765733036447,1,0.666666666666667,1,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","FOXN2",160,0.928211062932146,0.850272471580921,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","ETV7",160,0.938702683698582,0.867567092464549,1,1,1,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","MAFB",160,0.940454705261924,0.889347240126567,1,1,0.666666666666667,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","FOXP1",160,0.919837688972225,0.853647603422009,1,1,1,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","FOXN3",160,0.934202507910465,0.863778858549162,0.666666666666667,1,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","TCF4",160,0.949296847533107,0.890797492089535,0.666666666666667,1,1,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","THRA",160,0.950591819992968,0.890085550216805,1,1,0.666666666666667,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","BACH1",160,0.93634712293449,0.86191843431384,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","NR3C1",160,0.92470116020157,0.852434665416618,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","SMARCA5",160,0.9399302707137,0.866825852572366,0.666666666666667,0.428571428571429,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","STAT3",160,0.930405484589242,0.847919840618774,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","GATA1",160,0.958229813664596,0.898951130903551,0.666666666666667,1,1,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","CHD2",160,0.943604242353217,0.884114613852103,0.666666666666667,1,0.818181818181818,FALSE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","FOXO3",160,0.937190905894761,0.8443454822454,1,1,0.818181818181818,FALSE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","ZNF143",160,0.962152818469471,0.891989921481308,1,1,0.666666666666667,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","BCL11A",160,0.945663893120825,0.913368686276808,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","STAT1",160,0.904757998359311,0.818132544240009,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","IRF8",160,0.92783311848119,0.847225477557717,0.666666666666667,0.666666666666667,0.666666666666667,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","IRF2",160,0.947550685573655,0.884220086722137,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","STAT2",160,0.94400855502168,0.879131020742998,1,1,1,TRUE
"vaccination","CD14_plus_BDCA1_plus_PD_minus_L1_plus_cells","IRF7",160,0.940982069612094,0.88276983475917,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","EGR1",133,0.900373389375746,0.865023821426021,0.666666666666667,0.666666666666667,0.666666666666667,TRUE
"vaccination","CD14_plus_monocytes","MAFF",133,0.908126829965007,0.82341539057957,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","NFE2",133,0.910065190112323,0.828970322685955,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","NFIA",133,0.945226022995072,0.851246161536814,1,0.666666666666667,0.818181818181818,FALSE
"vaccination","CD14_plus_monocytes","PAX5",133,0.92769406555738,0.849884208485937,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","TCF7L2",133,0.899536833943747,0.776874343252976,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","TFCP2",133,0.939206904642883,0.862106079309536,1,1,0.818181818181818,FALSE
"vaccination","CD14_plus_monocytes","NR4A1",133,0.928392895399965,0.896670101304822,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","RREB1",133,0.944945470868487,0.831112720743514,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","CD14_plus_monocytes","BDP1",133,0.911758704767346,0.835009844829169,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","CD14_plus_monocytes","CUX1",133,0.923567398822701,0.821936115730303,1,1,1,TRUE
"vaccination","CD14_plus_monocytes","BCL6",133,0.927857295885576,0.857005131553443,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","CD14_plus_monocytes","XBP1",133,0.922888972771141,0.855760500300956,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","REST",133,0.904234806827108,0.828995827424736,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","MAFG",133,0.918119586619194,0.820793503432938,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","IRF2",133,0.943180542944879,0.832882749614878,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","POU2F2",133,0.92206772018241,0.832903153405903,1,1,1,FALSE
"vaccination","CD14_plus_monocytes","ZBTB7A",133,0.853072300833495,0.769931953356934,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","BACH1",133,0.940961630670979,0.8663041593128,0.666666666666667,1,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","BPTF",133,0.922016710704849,0.826215810897665,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","ELF3",133,0.926939125289479,0.82684832841942,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","RUNX3",133,0.928969302496404,0.874236133073525,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","CD14_plus_monocytes","CEBPZ",133,0.892823986696728,0.765300292794401,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","CENPB",133,0.91646687954622,0.834509951949072,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","BRCA1",133,0.870027851174748,0.778103671662195,1,0.428571428571429,0.666666666666667,FALSE
"vaccination","CD14_plus_monocytes","NFAT5",133,0.937931667703859,0.888477979208537,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","FOXP1",133,0.937921465808347,0.824333561175666,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","PAX8",133,0.934631354505667,0.844033421409698,0.428571428571429,0.428571428571429,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","OLIG1",133,0.938043888554493,0.866360269738117,1,0.666666666666667,1,TRUE
"vaccination","CD14_plus_monocytes","SP100",133,0.930336356495037,0.853980269534079,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","ZFY",133,0.93520266065435,0.871328592852552,1,1,1,TRUE
"vaccination","CD14_plus_monocytes","KLF5",133,0.923669417777823,0.81312677895553,1,1,1,TRUE
"vaccination","CD14_plus_monocytes","EP300",133,0.921042429683435,0.801935299578662,0.666666666666667,0.428571428571429,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","FOXN3",133,0.891252894787852,0.791412044357842,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","KLF7",133,0.944925067077463,0.834882321135267,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","CD14_plus_monocytes","HLX",133,0.939864926903418,0.902974872731353,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","ETS2",133,0.943915079421756,0.86583487211924,1,1,1,TRUE
"vaccination","CD14_plus_monocytes","MAF",133,0.91667601840422,0.875067587557768,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","KLF10",133,0.927831791146795,0.835249589373706,1,1,1,TRUE
"vaccination","CD14_plus_monocytes","ATF5",133,0.882060986931372,0.80164964650432,0.666666666666667,0.666666666666667,0.666666666666667,TRUE
"vaccination","CD14_plus_monocytes","CHD2",133,0.921220962854898,0.85115944542496,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","CD14_plus_monocytes","ZFHX3",133,0.885988716703563,0.816243458034503,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","JUN",133,0.907331082115057,0.792269003580865,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","FOSB",133,0.916829046836902,0.831490190877465,1,0.666666666666667,0.666666666666667,TRUE
"vaccination","CD14_plus_monocytes","AHR",133,0.930764836106548,0.829363095663174,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","NF1",133,0.91693616673978,0.826368839330348,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","JUND",133,0.936585017496251,0.89619061221575,1,1,1,TRUE
"vaccination","CD14_plus_monocytes","KLF2",133,0.935983105661032,0.881392762775324,1,1,1,TRUE
"vaccination","CD14_plus_monocytes","NFE2L2",133,0.931392252680548,0.867982371124555,1,1,0.818181818181818,FALSE
"vaccination","CD14_plus_monocytes","KLF4",133,0.92853062098938,0.82780220564981,1,1,1,TRUE
"vaccination","CD14_plus_monocytes","IRF8",133,0.914375490966222,0.844359882066088,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","CREB1",133,0.929739545607574,0.833214311219024,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","FOSL2",133,0.920920006937289,0.814447924424358,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","SP4",133,0.9335703573724,0.874241234021281,1,1,0.818181818181818,FALSE
"vaccination","CD14_plus_monocytes","ENO1",133,0.941048346782832,0.848251905203987,0.666666666666667,1,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","IRF9",133,0.900164250517746,0.772217177951663,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","MAFB",133,0.907948296793544,0.842885708164577,1,1,1,TRUE
"vaccination","CD14_plus_monocytes","REL",133,0.905979330959692,0.842237887799553,0.428571428571429,0.428571428571429,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","CREB5",133,0.903765519633548,0.836336091245753,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","KLF3",133,0.918486854857632,0.878077146733863,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","ID3",133,0.9524489650177,0.887248650799318,0.666666666666667,0.666666666666667,0.666666666666667,FALSE
"vaccination","CD14_plus_monocytes","ELF1",133,0.93546280898991,0.879041225859765,1,0.666666666666667,1,TRUE
"vaccination","CD14_plus_monocytes","KLF6",133,0.923546995031677,0.915354872935391,0.666666666666667,0.666666666666667,0.818181818181818,FALSE
"vaccination","CD14_plus_monocytes","HIVEP3",133,0.929050917660501,0.878628049091521,1,1,0.666666666666667,TRUE
"vaccination","CD14_plus_monocytes","NR4A3",133,0.907433101070179,0.781052019465217,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","KLF9",133,0.940573958641516,0.859565807327001,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","SPIB",133,0.915635425061976,0.851144142581692,1,1,0.666666666666667,TRUE
"vaccination","CD14_plus_monocytes","STAT2",133,0.845329062139746,0.762464165842013,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","BCL11A",133,0.9223941808388,0.863692474061681,1,1,1,TRUE
"vaccination","CD14_plus_monocytes","BHLHE40",133,0.930754634211036,0.850945205619204,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","IRF1",133,0.944032401220147,0.839320145683068,1,0.666666666666667,1,TRUE
"vaccination","CD14_plus_monocytes","HES1",133,0.929407984003428,0.88557553993532,1,1,1,TRUE
"vaccination","CD14_plus_monocytes","ID1",133,0.951403270727701,0.913197172034564,1,1,0.666666666666667,TRUE
"vaccination","CD14_plus_monocytes","JDP2",133,0.877475234898644,0.774986992583222,1,1,0.666666666666667,TRUE
"vaccination","CD14_plus_monocytes","EGR2",133,0.924368247620408,0.861448057049,0.666666666666667,0.666666666666667,0.538461538461538,FALSE
"vaccination","CD14_plus_monocytes","ZNF331",133,0.935824976280593,0.856892910702809,1,1,1,TRUE
"vaccination","CD14_plus_monocytes","ZNF281",133,0.938487671009273,0.872654839269136,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","EGR3",133,0.936870670570592,0.865319676395874,1,1,0.666666666666667,TRUE
"vaccination","CD14_plus_monocytes","HIF1A",133,0.931417757419328,0.818992868875037,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","STAT1",133,0.907779965517593,0.79546219687618,1,1,0.818181818181818,TRUE
"vaccination","CD14_plus_monocytes","ATF3",133,0.943042817355465,0.825083400495812,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","CD8_T","JUNB",61,0.948598625066102,0.895293495505024,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","MYC",61,0.961501850872554,0.917662612374405,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","ZNF148",61,0.929825489159175,0.898572184029614,1,1,1,TRUE
"vaccination","CD8_T","POU2F2",61,0.965415124272871,0.946536224219989,1,1,1,TRUE
"vaccination","CD8_T","KLF13",61,0.949709148598625,0.881808566895822,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","LEF1",61,0.953728186144897,0.929878371232152,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","KLF3",61,0.955473294553146,0.900951877313591,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","EGR1",61,0.964886303543099,0.92876784769963,1,0.666666666666667,0.538461538461538,TRUE
"vaccination","CD8_T","E2F6",61,0.962771020624008,0.907456372289794,0.666666666666667,0.666666666666667,0.666666666666667,TRUE
"vaccination","CD8_T","IKZF2",61,0.970597567424643,0.921364357482813,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","SP100",61,0.936118455843469,0.883818085668958,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD8_T","GFI1",61,0.922739291380222,0.898360655737705,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD8_T","FOXP1",61,0.952987837123215,0.865891062929667,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","REST",61,0.953886832363829,0.893125330512956,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD8_T","ZNF335",61,0.936277102062401,0.900423056583818,1,1,1,TRUE
"vaccination","CD8_T","ARID5B",61,0.957852987837123,0.916340560549974,0.428571428571429,0.428571428571429,1,TRUE
"vaccination","CD8_T","TCF7",61,0.953358011634056,0.920782654680063,1,1,1,TRUE
"vaccination","CD8_T","ASCL2",61,0.977049180327869,0.935378106821787,1,0.666666666666667,0.666666666666667,TRUE
"vaccination","CD8_T","SMARCA5",61,0.974669487043892,0.919460602855632,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","MYB",61,0.93030142781597,0.892966684294024,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD8_T","YBX1",61,0.924167107350608,0.869222633527234,0.666666666666667,1,1,TRUE
"vaccination","CD8_T","IKZF3",61,0.953622421998942,0.90058170280275,1,1,1,TRUE
"vaccination","CD8_T","ZFY",61,0.95462718138551,0.911263881544156,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","MYBL1",61,0.971919619249074,0.934267583289265,1,0.666666666666667,1,FALSE
"vaccination","CD8_T","ZBTB17",61,0.96969857218403,0.932469592808038,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD8_T","BHLHE40",61,0.971390798519302,0.957112638815441,1,1,1,TRUE
"vaccination","CD8_T","POU2F1",61,0.969275515600212,0.927921734531994,0.666666666666667,0.666666666666667,1,FALSE
