"dataset","cluster","tf","n_pred","rho_100_vs_1000","rho_100_vs_100","top5_jac_100_1000","top5_jac_100_100","top10_jac_100_1000","top1_same_100_1000"
"vaccination","pDC","BCLAF1",47,0.94067992599445,0.862395929694727,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","pDC","NFAT5",47,0.927960222016651,0.89199814986124,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","pDC","CEBPD",47,0.899976873265495,0.792321924144311,1,1,1,TRUE
"vaccination","pDC","CTCF",47,0.898704902867715,0.912696577243293,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","pDC","ZBTB1",47,0.901827012025902,0.829787234042553,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","pDC","AR",47,0.918940795559667,0.842160037002775,1,1,0.818181818181818,TRUE
"vaccination","pDC","THRA",47,0.918478260869565,0.851988899167437,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","pDC","REST",47,0.956290471785384,0.824930619796485,1,0.666666666666667,1,TRUE
"vaccination","pDC","ZBTB7A",47,0.933510638297872,0.843085106382979,1,1,1,FALSE
"vaccination","pDC","RUNX2",47,0.843432007400555,0.79336262719704,0.666666666666667,1,0.666666666666667,TRUE
"vaccination","pDC","IRF1",47,0.951780758556892,0.850254394079556,1,0.666666666666667,0.818181818181818,FALSE
"vaccination","pDC","IRF4",47,0.894657724329325,0.8027289546716,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","pDC","TP53",47,0.880087881591119,0.802960222016651,1,0.428571428571429,0.818181818181818,FALSE
"vaccination","pDC","FOSB",47,0.925531914893617,0.868177613320999,1,1,0.818181818181818,FALSE
"vaccination","pDC","IRF9",47,0.880550416281221,0.775439407955597,0.666666666666667,1,0.818181818181818,TRUE
"vaccination","pDC","STAT1",47,0.883441258094357,0.837881591119334,0.428571428571429,0.428571428571429,0.818181818181818,TRUE
"vaccination","Platelets","ELF1",13,0.93956043956044,0.884615384615385,1,1,1,TRUE
"vaccination","Platelets","MYC",13,0.978021978021978,0.906593406593407,1,1,1,TRUE
"vaccination","Platelets","YY1",13,0.978021978021978,0.967032967032967,1,1,1,FALSE
"vaccination","Platelets","TBX19",13,0.983516483516483,0.956043956043956,1,1,0.818181818181818,FALSE
"vaccination","Platelets","TCF3",13,0.989010989010989,0.93956043956044,1,1,1,TRUE
"vaccination","Platelets","TP53",13,0.989010989010989,0.983516483516483,1,1,1,TRUE
"vaccination","Platelets","ELF4",13,0.989010989010989,0.972527472527473,1,1,1,TRUE
"vaccination","Platelets","SPIB",13,0.972527472527473,0.934065934065934,1,1,0.818181818181818,TRUE
"vaccination","Platelets","SP4",13,0.994505494505495,0.972527472527473,1,1,1,TRUE
"vaccination","Platelets","POLR2A",13,0.978021978021978,0.945054945054945,1,1,1,TRUE
"vaccination","Platelets","PRDM1",13,0.994505494505495,0.994505494505495,1,1,0.818181818181818,TRUE
"vaccination","Platelets","ETV2",13,0.928571428571429,0.912087912087912,1,0.666666666666667,1,TRUE
"vaccination","Platelets","KLF13",13,0.983516483516483,0.972527472527473,1,1,1,TRUE
"vaccination","Platelets","KLF3",13,0.972527472527473,0.972527472527473,1,1,1,TRUE
"vaccination","Platelets","JUN",13,0.994505494505495,0.972527472527473,1,1,1,TRUE
"vaccination","Platelets","USF2",13,0.972527472527473,0.89010989010989,1,1,1,TRUE
"vaccination","Platelets","RUNX1",13,0.967032967032967,0.93956043956044,1,1,1,TRUE
"vaccination","Platelets","EWSR1",13,0.989010989010989,0.961538461538462,1,1,1,TRUE
"vaccination","Platelets","LYL1",13,0.972527472527473,0.972527472527473,1,1,1,TRUE
"vaccination","Platelets","ZNF394",13,0.978021978021978,0.978021978021978,0.666666666666667,1,1,TRUE
"vaccination","Platelets","FOSL1",13,0.956043956043956,0.917582417582418,1,1,0.818181818181818,TRUE
"vaccination","Platelets","DBP",13,0.956043956043956,0.93956043956044,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","Platelets","ZNF35",13,0.983516483516483,0.934065934065934,1,1,0.818181818181818,TRUE
"vaccination","Platelets","GLI3",13,0.923076923076923,0.917582417582418,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","Platelets","FOXP3",13,0.967032967032967,0.972527472527473,1,0.666666666666667,1,TRUE
"vaccination","Platelets","BATF",13,0.972527472527473,0.93956043956044,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","Platelets","RARA",13,0.989010989010989,0.93956043956044,1,0.666666666666667,1,TRUE
"vaccination","Platelets","MYEF2",13,0.994505494505495,0.983516483516483,1,1,1,FALSE
"vaccination","Platelets","FOXP4",13,0.956043956043956,0.956043956043956,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","Platelets","PAX8",13,0.994505494505495,0.93956043956044,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","Platelets","EGR1",13,0.95054945054945,0.961538461538462,1,1,1,TRUE
"vaccination","Platelets","MAX",13,0.978021978021978,0.961538461538462,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","Platelets","FOS",13,1,0.994505494505495,1,1,1,TRUE
"vaccination","Platelets","BHLHE40",13,0.989010989010989,0.956043956043956,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","cDC2","NR2C2",125,0.927723502304147,0.848184331797235,1,1,0.666666666666667,TRUE
"vaccination","cDC2","CEBPB",125,0.930046082949309,0.884079877112135,1,1,0.818181818181818,FALSE
"vaccination","cDC2","NFKB1",125,0.949781874039938,0.880282642089093,0.666666666666667,1,0.818181818181818,TRUE
"vaccination","cDC2","ETS1",125,0.933745007680491,0.843477726574501,1,0.428571428571429,0.818181818181818,TRUE
"vaccination","cDC2","ELF1",125,0.921548387096774,0.865087557603686,0.666666666666667,1,1,TRUE
"vaccination","cDC2","FOXP1",125,0.957554531490015,0.903287250384024,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","cDC2","PAX8",125,0.919188940092166,0.806359447004608,1,1,0.818181818181818,TRUE
"vaccination","cDC2","REL",125,0.908,0.862801843317972,1,1,0.818181818181818,TRUE
"vaccination","cDC2","KLF3",125,0.945486943164362,0.85668202764977,1,0.666666666666667,1,TRUE
"vaccination","cDC2","ZNF331",125,0.934414746543779,0.897044546850998,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","cDC2","ATF4",125,0.924890937019969,0.859348694316436,0.666666666666667,0.666666666666667,0.666666666666667,TRUE
"vaccination","cDC2","NFIL3",125,0.949640552995392,0.895084485407066,1,0.428571428571429,0.818181818181818,TRUE
"vaccination","cDC2","ZBTB1",125,0.933112135176651,0.875809523809524,0.666666666666667,0.666666666666667,0.666666666666667,TRUE
"vaccination","cDC2","TFDP2",125,0.927981566820276,0.830586789554531,1,1,0.818181818181818,TRUE
"vaccination","cDC2","CEBPD",125,0.951453149001536,0.902439324116743,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","cDC2","ETV3",125,0.932890937019969,0.840940092165898,1,1,0.818181818181818,TRUE
"vaccination","cDC2","KLF9",125,0.943662058371736,0.869302611367127,1,1,0.666666666666667,TRUE
"vaccination","cDC2","E2F7",125,0.921278033794163,0.824958525345622,0.666666666666667,0.666666666666667,0.666666666666667,FALSE
"vaccination","cDC2","NR4A3",125,0.89805222734255,0.799287250384024,1,1,0.666666666666667,TRUE
"vaccination","cDC2","EP300",125,0.951569892473118,0.893978494623656,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","cDC2","FOXN2",125,0.93337019969278,0.873142857142857,1,1,0.818181818181818,FALSE
"vaccination","Naive_CD8_T","NEUROD1",93,0.921473545999821,0.871355674256214,1,1,1,TRUE
"vaccination","Naive_CD8_T","MAFB",93,0.950210378681627,0.912476500253648,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","Naive_CD8_T","YBX1",93,0.943526006385963,0.895974456148727,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","Naive_CD8_T","XBP1",93,0.943182835486855,0.88776819551789,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","Naive_CD8_T","KLF3",93,0.953433201038465,0.924577004565665,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","Naive_CD8_T","PAX8",93,0.953075109665483,0.910656202440989,1,1,0.818181818181818,TRUE
"vaccination","Naive_CD8_T","SOX2",93,0.951299573274447,0.893825907910835,0.666666666666667,0.428571428571429,0.818181818181818,TRUE
"vaccination","Naive_CD8_T","HSF4",93,0.957163319507027,0.899480767509176,1,1,1,TRUE
"vaccination","Naive_CD8_T","NFIA",93,0.951105607114082,0.891751962042314,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","Naive_CD8_T","NR4A2",93,0.943555847333711,0.863134493151502,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","Naive_CD8_T","HIVEP1",93,0.924144310823312,0.858270418668497,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","Naive_CD8_T","CBX5",93,0.939885410760646,0.831174838112858,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","Naive_CD8_T","HIVEP2",93,0.93930351227955,0.885142192116022,1,1,0.818181818181818,TRUE
"vaccination","Naive_CD8_T","EGR1",93,0.953701769568201,0.887589149831398,1,0.666666666666667,0.666666666666667,TRUE
"vaccination","Naive_CD8_T","ZNF331",93,0.94716660201128,0.874205484766196,1,1,0.666666666666667,TRUE
"vaccination","Naive_CD8_T","POU2F1",93,0.932171525767658,0.837560800931037,1,0.666666666666667,0.538461538461538,TRUE
"vaccination","Naive_CD8_T","ZBTB7A",93,0.947151681537405,0.902464862284026,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","Naive_CD8_T","ZBTB14",93,0.945405986094118,0.865984303661484,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","Naive_CD8_T","TCF4",93,0.946733908268926,0.90209185043717,1,1,0.818181818181818,FALSE
"vaccination","Naive_CD8_T","KLF9",93,0.964146101280177,0.93810987436961,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","Naive_CD8_T","LMO2",93,0.949897048730267,0.894034794545075,1,1,1,TRUE
"vaccination","Naive_CD8_T","BATF3",93,0.942093640894035,0.914490764226672,1,1,0.818181818181818,TRUE
"vaccination","Naive_CD8_T","SPI1",93,0.948330398973471,0.895989376622601,0.428571428571429,0.666666666666667,0.666666666666667,FALSE
"vaccination","Naive_CD8_T","REL",93,0.929784249947778,0.860956103965862,1,1,0.818181818181818,TRUE
"vaccination","Naive_CD8_T","PKNOX1",93,0.956402375339441,0.921861478320551,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","Naive_CD8_T","AR",93,0.960654710393602,0.900659484945242,1,1,0.818181818181818,TRUE
"vaccination","Naive_CD8_T","STAT3",93,0.964981647817135,0.911253021395959,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","Naive_CD8_T","IRF9",93,0.949628480200531,0.866148428874101,1,1,0.818181818181818,TRUE
"vaccination","Naive_CD8_T","IRF7",93,0.941466980991316,0.891513234460326,1,1,1,TRUE
"vaccination","Naive_CD8_T","IRF1",93,0.936558145086688,0.862567515144281,1,0.666666666666667,1,TRUE
"vaccination","Naive_CD8_T","STAT1",93,0.936781952194802,0.87502611082928,1,1,0.818181818181818,TRUE
"vaccination","CD16_plus_monocytes","HIVEP2",138,0.957190705702654,0.904792129482704,1,1,0.818181818181818,FALSE
"vaccination","CD16_plus_monocytes","NRF1",138,0.943354741785752,0.887262008863236,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","CD16_plus_monocytes","ELK3",138,0.955642721620863,0.900705268853784,1,1,1,TRUE
"vaccination","CD16_plus_monocytes","SPIB",138,0.925783524243759,0.850416334656806,1,1,0.538461538461538,TRUE
"vaccination","CD16_plus_monocytes","GATA3",138,0.925121407158627,0.824068640993267,0.666666666666667,0.428571428571429,0.818181818181818,TRUE
"vaccination","CD16_plus_monocytes","MXI1",138,0.950802417412309,0.875905559272036,1,1,0.818181818181818,TRUE
"vaccination","CD16_plus_monocytes","MYC",138,0.889006344908205,0.854037430163771,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","CD16_plus_monocytes","YBX1",138,0.944665276981842,0.868489847918555,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD16_plus_monocytes","TCF4",138,0.96859738486583,0.930208292902333,1,1,0.818181818181818,TRUE
"vaccination","CD16_plus_monocytes","IRF9",138,0.951583258940293,0.884978846500711,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD16_plus_monocytes","HES1",138,0.910431540518141,0.869243291498188,1,1,0.818181818181818,TRUE
"vaccination","CD16_plus_monocytes","MAFB",138,0.93588423453557,0.849799880818925,1,1,0.818181818181818,TRUE
"vaccination","CD16_plus_monocytes","HES4",138,0.92855984967659,0.829749148951229,1,1,0.818181818181818,FALSE
"vaccination","CD16_plus_monocytes","STAT1",138,0.961588076412878,0.922358780699972,1,1,1,TRUE
"vaccination","CD16_plus_monocytes","LMO2",138,0.950797851087584,0.891915093758062,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD16_plus_monocytes","FOXI1",138,0.920171511156673,0.837758482518967,1,1,1,TRUE
"vaccination","CD16_plus_monocytes","BATF",138,0.937980177584368,0.856201868083445,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD16_plus_monocytes","NR4A2",138,0.905993072885392,0.860010182904137,1,1,0.818181818181818,FALSE
"vaccination","CD16_plus_monocytes","BATF3",138,0.93040464486551,0.836315523905851,1,1,0.818181818181818,FALSE
"vaccination","CD16_plus_monocytes","CEBPB",138,0.913385952615248,0.849315850398069,1,0.428571428571429,0.538461538461538,TRUE
"vaccination","CD16_plus_monocytes","FOSB",138,0.907518225343559,0.837046135861859,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD16_plus_monocytes","SMAD3",138,0.935053163435611,0.860224800166214,1,1,1,FALSE
"vaccination","CD16_plus_monocytes","EGR1",138,0.948610581544285,0.843128480395626,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD16_plus_monocytes","CEBPA",138,0.953218003191861,0.894590960046942,0.428571428571429,0.25,0.666666666666667,TRUE
"vaccination","CD16_plus_monocytes","HIF1A",138,0.94589361833288,0.888517748162625,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD16_plus_monocytes","ATF3",138,0.961606341711778,0.907134654066654,1,1,0.818181818181818,FALSE
"vaccination","CD16_plus_monocytes","ATF5",138,0.950802417412309,0.901207564573539,0.428571428571429,0.428571428571429,0.666666666666667,TRUE
"vaccination","CD16_plus_monocytes","IRF1",138,0.953870987627543,0.921386153533536,0.428571428571429,1,1,TRUE
"vaccination","CD4_T","EGR3",68,0.938733442760621,0.891552467839829,1,1,0.818181818181818,TRUE
"vaccination","CD4_T","GFI1B",68,0.863304958583044,0.752414398595259,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD4_T","POLR3G",68,0.960453487040501,0.836507997098904,0.428571428571429,0.428571428571429,1,TRUE
"vaccination","CD4_T","RFX1",68,0.949994274153529,0.846776348436844,1,1,1,FALSE
"vaccination","CD4_T","EGR1",68,0.838569301828454,0.740161087147383,1,1,0.818181818181818,TRUE
"vaccination","CD4_T","ZBTB7A",68,0.909340764209642,0.792762530060694,1,1,0.818181818181818,TRUE
"vaccination","CD4_T","ETS1",68,0.87868839943505,0.742527770355384,0.666666666666667,0.428571428571429,0.818181818181818,TRUE
"vaccination","CD4_T","FOXP1",68,0.940336679772493,0.872542657556209,1,1,1,TRUE
"vaccination","CD4_T","POU3F1",68,0.872351796007176,0.84108867427568,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","CD4_T","AR",68,0.963087376417147,0.926670992861778,1,1,0.818181818181818,TRUE
"vaccination","CD4_T","ZEB1",68,0.943428636866817,0.864259266328205,1,1,1,TRUE
"vaccination","CD4_T","LMO2",68,0.94587166469443,0.900103065236477,1,1,0.818181818181818,TRUE
"vaccination","CD4_T","IKZF2",68,0.946673283200366,0.85254036721762,1,1,1,TRUE
"vaccination","CD4_T","CEBPD",68,0.941978089094171,0.830973012176967,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","CD4_T","IKZF3",68,0.885139519792343,0.842462877428713,0.666666666666667,1,0.818181818181818,TRUE
"vaccination","CD4_T","HSF4",68,0.954002366683208,0.894033667977249,1,1,0.818181818181818,TRUE
"vaccination","CD4_T","AHRR",68,0.897469175859831,0.777722639996946,0.666666666666667,1,0.818181818181818,TRUE
"vaccination","CD4_T","NR4A2",68,0.9669427797076,0.912661755162805,1,1,1,TRUE
"vaccination","CD4_T","TP73",68,0.963659961064244,0.932816734740619,1,1,1,TRUE
"vaccination","CD4_T","PAX6",68,0.956369049891209,0.855212428904073,1,1,0.818181818181818,TRUE
"vaccination","CD4_T","TCF7",68,0.959613696224758,0.91281444440203,1,1,1,TRUE
"vaccination","CD4_T","LEF1",68,0.94209260602359,0.909531625758675,1,1,0.818181818181818,TRUE
"vaccination","CD4_T","MGA",68,0.881016910333244,0.866702294155819,1,1,0.818181818181818,TRUE
"vaccination","CD4_T","SOX7",68,0.911325724319578,0.758751002023132,1,0.666666666666667,1,TRUE
"vaccination","CD4_T","RFX3",68,0.935679657976104,0.89953048058938,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD4_T","NFIA",68,0.976867580257281,0.936519448791846,1,1,0.818181818181818,TRUE
"vaccination","CD4_T","BCLAF1",68,0.901362751460091,0.82898805206703,1,0.666666666666667,1,TRUE
"vaccination","CD4_T","MAF",68,0.970301942970569,0.942703362980494,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD4_T","FOXP3",68,0.94793296942398,0.891094400122151,1,1,1,TRUE
"vaccination","CD4_T","BDP1",68,0.89002557544757,0.805473909226247,1,0.666666666666667,1,TRUE
"vaccination","CD4_T","NFAT5",68,0.962018551742566,0.889567507729893,1,1,0.666666666666667,TRUE
"vaccination","CD4_T","FOXI1",68,0.962972859487727,0.921975798755583,1,1,0.818181818181818,TRUE
"vaccination","CD4_T","ZBTB16",68,0.913539718288354,0.864068404779173,1,0.666666666666667,1,TRUE
"vaccination","CD4_T","POU2F1",68,0.955681948314692,0.85395274268046,1,1,0.818181818181818,TRUE
"vaccination","CD4_T","HIVEP1",68,0.967400847425278,0.900064892926671,1,1,1,TRUE
"vaccination","CD4_T","BCL11B",68,0.944955529259075,0.909455281139062,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD4_T","ARID3A",68,0.969614841394053,0.943543153796236,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD4_T","HIVEP3",68,0.965072336527083,0.927167232889262,1,1,1,TRUE
"vaccination","CD4_T","SPI1",68,0.95419322823224,0.884872313623697,1,1,0.818181818181818,TRUE
"vaccination","CD4_T","FOXC2",68,0.935412451807459,0.915142955300225,1,1,0.666666666666667,TRUE
"vaccination","CD4_T","ZNF683",68,0.944421116921785,0.907623010268351,1,1,0.818181818181818,TRUE
"vaccination","CD4_T","ZNF76",68,0.911669275107837,0.861854410810398,1,1,1,TRUE
"vaccination","CD4_T","FOXD2",68,0.940642058250945,0.892277741726152,1,1,1,TRUE
"vaccination","CD4_T","NF1",68,0.927548955987327,0.873802343779822,1,1,0.818181818181818,FALSE
"vaccination","CD4_T","FOXM1",68,0.955376569836241,0.912356376684353,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD4_T","IRF9",68,0.936443104172233,0.922968278810551,0.666666666666667,1,1,TRUE
"vaccination","CD4_T","STAT1",68,0.922013971065389,0.828415467419933,0.666666666666667,1,0.818181818181818,TRUE
"vaccination","B","KLF13",56,0.959466848940533,0.943335611756664,1,1,0.818181818181818,TRUE
"vaccination","B","ID2",56,0.977033492822966,0.892002734107997,1,1,0.818181818181818,TRUE
"vaccination","B","BACH1",56,0.956732740943267,0.903622693096377,1,1,0.818181818181818,TRUE
"vaccination","B","BRF1",56,0.948598769651401,0.926930963773069,1,1,0.666666666666667,TRUE
"vaccination","B","MYBL1",56,0.969583048530417,0.938824333561176,1,1,0.818181818181818,TRUE
"vaccination","B","BCL6",56,0.930211893369788,0.882365003417635,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","B","NR4A1",56,0.971018455228982,0.891524265208476,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","B","CEBPZ",56,0.953315105946685,0.911073137388927,1,1,0.818181818181818,TRUE
"vaccination","B","HIF1A",56,0.974914559125085,0.898222829801777,1,1,0.818181818181818,TRUE
"vaccination","B","POU2F1",56,0.935816814764183,0.885509227614491,1,1,0.818181818181818,TRUE
"vaccination","B","KLF2",56,0.953451811346548,0.903280929596719,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","B","FOXO1",56,0.969924812030075,0.948598769651401,1,0.666666666666667,1,TRUE
"vaccination","B","TP63",56,0.972727272727273,0.942993848257006,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","B","SPIB",56,0.956185919343814,0.91948051948052,1,1,1,TRUE
"vaccination","B","KLF3",56,0.967190704032809,0.922282980177717,1,1,0.818181818181818,TRUE
"vaccination","B","KLF6",56,0.955639097744361,0.900888585099111,0.666666666666667,1,0.666666666666667,TRUE
"vaccination","B","POU2F2",56,0.97177033492823,0.930622009569378,0.666666666666667,1,1,TRUE
"vaccination","B","CTCF",56,0.971565276828435,0.95727956254272,1,1,0.818181818181818,TRUE
"vaccination","B","FOSB",56,0.966985645933014,0.914627477785372,1,1,0.818181818181818,TRUE
"vaccination","B","ZNF331",56,0.956390977443609,0.920915926179084,1,1,0.818181818181818,TRUE
"vaccination","B","PAX8",56,0.950239234449761,0.906151742993848,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","B","TBP",56,0.979015721120984,0.945112781954887,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","B","ZFY",56,0.959808612440191,0.911961722488038,1,1,0.818181818181818,TRUE
"vaccination","B","BACH2",56,0.95434039644566,0.908270676691729,1,1,0.818181818181818,TRUE
"vaccination","B","JUND",56,0.95892002734108,0.914832535885167,1,1,0.818181818181818,TRUE
"vaccination","B","BDP1",56,0.969651401230349,0.896514012303486,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","B","NF1",56,0.967532467532468,0.952153110047847,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","B","KLF7",56,0.963294600136705,0.924675324675325,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","B","REST",56,0.949213943950786,0.934176349965824,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","B","JUN",56,0.969651401230349,0.973615857826384,1,1,0.818181818181818,TRUE
"vaccination","B","NR4A3",56,0.965345181134655,0.967669172932331,1,0.666666666666667,1,TRUE
"vaccination","B","TAF1",56,0.93609022556391,0.900205058099795,1,0.666666666666667,0.666666666666667,TRUE
"vaccination","B","PGR",56,0.952836637047163,0.927956254272044,1,1,0.818181818181818,TRUE
"vaccination","B","MYC",56,0.946138072453862,0.869583048530417,0.666666666666667,1,1,FALSE
"vaccination","B","MAF",56,0.916883116883117,0.891592617908407,1,1,0.538461538461538,FALSE
"vaccination","B","HIVEP3",56,0.9784005468216,0.963226247436774,1,1,1,TRUE
"vaccination","B","NR4A2",56,0.982706766917293,0.947846889952153,1,0.666666666666667,1,TRUE
"vaccination","B","ELF1",56,0.951948051948052,0.873820915926179,1,1,0.818181818181818,TRUE
"vaccination","B","STAT4",56,0.984347231715653,0.959535201640465,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","B","BCL11B",56,0.960697197539303,0.921394395078606,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","B","FOXI1",56,0.950512645249487,0.889336978810663,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","B","ELK4",56,0.979289131920711,0.947368421052632,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","B","STAT3",56,0.968489405331511,0.911825017088175,1,1,1,TRUE
"vaccination","B","IRF1",56,0.962337662337662,0.910936431989064,1,1,1,TRUE
"vaccination","B","SP6",56,0.969788106630212,0.946958304853042,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","B","TCF7L2",56,0.954682159945318,0.926452494873548,1,1,0.818181818181818,TRUE
"vaccination","B","NFKB1",56,0.979835953520164,0.954477101845523,1,1,1,TRUE
"vaccination","B","REL",56,0.958783321941217,0.934723171565277,1,1,0.666666666666667,TRUE
"vaccination","B","STAT2",56,0.983868762816131,0.956459330143541,1,1,0.818181818181818,TRUE
"vaccination","B","IRF8",56,0.982433356117567,0.961654135338346,1,1,0.666666666666667,TRUE
"vaccination","B","IRF9",56,0.982023239917977,0.948735475051265,1,0.666666666666667,1,FALSE
"vaccination","B","STAT1",56,0.978810663021189,0.949624060150376,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","NK","POU2F1",72,0.920702295967586,0.853849122130041,0.666666666666667,1,0.818181818181818,TRUE
"vaccination","NK","PURA",72,0.917454498681587,0.810019936973439,1,0.666666666666667,1,TRUE
"vaccination","NK","BCL11B",72,0.940382018136215,0.883400861791755,1,1,0.818181818181818,TRUE
"vaccination","NK","NRL",72,0.936587561901087,0.851115827384398,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","NK","AHRR",72,0.920059167792141,0.796353463245225,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","NK","HIVEP2",72,0.931346067271207,0.894945012541,0.666666666666667,1,0.818181818181818,TRUE
"vaccination","NK","IRF9",72,0.942247089845006,0.8643321113898,1,0.666666666666667,1,TRUE
"vaccination","NK","TP73",72,0.942343559071323,0.859283555212554,0.666666666666667,1,1,TRUE
"vaccination","NK","GATA2",72,0.931924882629108,0.826644800308702,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","NK","MAF",72,0.948356807511737,0.855231847707248,1,1,1,TRUE
"vaccination","NK","MYBL1",72,0.905106437713036,0.856871824554634,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","NK","KLF3",72,0.900926104572641,0.803460029583896,1,1,0.818181818181818,TRUE
"vaccination","NK","PRDM1",72,0.937327159302849,0.833558428194739,1,0.428571428571429,1,TRUE
"vaccination","NK","SOX2",72,0.94938581259245,0.894687761270821,1,1,0.666666666666667,TRUE
"vaccination","NK","HES4",72,0.913692198855232,0.8331403948807,1,0.666666666666667,1,TRUE
"vaccination","NK","CHD2",72,0.902598237828799,0.813975175252428,1,1,0.818181818181818,TRUE
"vaccination","NK","BDP1",72,0.936716187536176,0.85767573477394,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","NK","RXRA",72,0.942214933436234,0.835198405042125,0.666666666666667,0.428571428571429,0.818181818181818,TRUE
"vaccination","NK","SPIB",72,0.885330246318091,0.795067206894334,1,1,1,TRUE
"vaccination","NK","NR4A2",72,0.936876969580037,0.870313203421442,1,1,0.818181818181818,TRUE
"vaccination","NK","KLF15",72,0.872339057174095,0.78551675348897,1,1,0.818181818181818,TRUE
"vaccination","NK","MTF1",72,0.932246446716831,0.813460672712072,1,1,1,TRUE
"vaccination","NK","TWIST2",72,0.942343559071323,0.876197826226767,1,0.666666666666667,1,TRUE
"vaccination","NK","MYBL2",72,0.918097626857033,0.784970094539842,1,0.666666666666667,1,TRUE
"vaccination","NK","NPAS1",72,0.932793105665959,0.851533860698437,1,0.666666666666667,1,TRUE
"vaccination","NK","IRF4",72,0.91494629879735,0.823943661971831,1,0.666666666666667,1,TRUE
"vaccination","NK","CEBPB",72,0.950414817673162,0.857611421956396,0.666666666666667,1,0.818181818181818,TRUE
"vaccination","NK","FOSB",72,0.926812013634317,0.849604476172101,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","NK","KLF6",72,0.905074281304264,0.750627049971059,1,0.666666666666667,0.818181818181818,TRUE
