"cluster","tf","ntree","oob_r2","imp_stability_spearman","imp_top5_jaccard"
"pDC","HOXB4",500,0.624378248851091,0.928725973892486,0.785185185185185
"pDC","HOXB4",1000,0.627814022848311,0.959034844279988,0.82962962962963
"pDC","MYBL1",100,0.668171738901831,0.776603453592353,0.77037037037037
"pDC","MYBL1",500,0.691169062144845,0.909366327474561,0.822222222222222
"pDC","MYBL1",1000,0.690373794692309,0.950485661424607,0.814814814814815
"pDC","CUX1",100,0.695856827923481,0.784936786925686,0.717460317460317
"pDC","CUX1",500,0.695837513384272,0.930583821564395,0.844444444444444
"pDC","CUX1",1000,0.69522259382237,0.964248638092301,0.881481481481481
"pDC","HIVEP1",100,0.76510302133696,0.814030218933087,1
"pDC","HIVEP1",500,0.767227444875242,0.93827474560592,1
"pDC","HIVEP1",1000,0.769202918080036,0.968026004728132,1
"pDC","XBP1",100,0.779716464154766,0.896037619488128,0.740740740740741
"pDC","XBP1",500,0.801602491277141,0.970734402302395,0.785185185185185
"pDC","XBP1",1000,0.801507220326144,0.979800082228389,0.785185185185185
"pDC","BCLAF1",100,0.663857462617409,0.820541679514852,1
"pDC","BCLAF1",500,0.678126880812244,0.923021379381231,1
"pDC","BCLAF1",1000,0.677611832567814,0.952212457600987,1
"pDC","NFAT5",100,0.73143050598415,0.809086237023332,0.822222222222222
"pDC","NFAT5",500,0.736714748318467,0.943175043683832,1
"pDC","NFAT5",1000,0.73583782129925,0.970004625346901,1
"pDC","CEBPD",100,0.710795495299431,0.803466440538596,0.933333333333333
"pDC","CEBPD",500,0.720410915029015,0.924462945832048,0.933333333333333
"pDC","CEBPD",1000,0.725316965614617,0.962154383801007,1
"pDC","CTCF",100,0.789995316762125,0.877985918388324,0.933333333333333
"pDC","CTCF",500,0.812450751108301,0.959882824545174,1
"pDC","CTCF",1000,0.810654576564893,0.980815088909446,1
"pDC","ZBTB1",100,0.732946173291612,0.808166306917463,0.762962962962963
"pDC","ZBTB1",500,0.74459705941273,0.925416281221092,0.844444444444444
"pDC","ZBTB1",1000,0.746319322005975,0.959142769041011,0.844444444444444
"pDC","AR",100,0.759216077456417,0.827173913043478,0.819047619047619
"pDC","AR",500,0.77529027648928,0.956652790625964,0.844444444444444
"pDC","AR",1000,0.776764759944174,0.975,1
"pDC","THRA",100,0.736224460545057,0.802356357282352,0.785185185185185
"pDC","THRA",500,0.745962506516201,0.924987151814164,0.844444444444444
"pDC","THRA",1000,0.748375865677788,0.961694418748073,0.822222222222222
"pDC","REST",100,0.751439935067485,0.818748072772125,0.755555555555556
"pDC","REST",500,0.765924684362712,0.944966080789393,0.933333333333333
"pDC","REST",1000,0.769397613430448,0.969441874807277,1
"pDC","ZBTB7A",100,0.71365760758364,0.819331380409086,1
"pDC","ZBTB7A",500,0.717872481911714,0.936514544146366,1
"pDC","ZBTB7A",1000,0.725175555977702,0.959977901120362,1
"pDC","RUNX2",100,0.687482238034884,0.795133107205263,0.82962962962963
"pDC","RUNX2",500,0.696602500655168,0.932911912837907,0.874074074074074
"pDC","RUNX2",1000,0.69996302560484,0.959885394182341,0.874074074074074
"pDC","IRF1",100,0.747762725733348,0.810155206084901,0.747089947089947
"pDC","IRF1",500,0.768578640618774,0.955586391201562,1
"pDC","IRF1",1000,0.767944972629531,0.974118614451639,1
"pDC","IRF4",100,0.760259276628601,0.832472504882311,0.822222222222222
"pDC","IRF4",500,0.765790243678028,0.944909548771713,1
"pDC","IRF4",1000,0.767448688078854,0.96437968958783,1
"pDC","TP53",100,0.668682446798012,0.794963511152225,0.665608465608466
"pDC","TP53",500,0.6905833176325,0.923214102168774,0.819047619047619
"pDC","TP53",1000,0.697344067153747,0.956824956316168,1
"pDC","FOSB",100,0.764417020595848,0.812457600986741,0.762962962962963
"pDC","FOSB",500,0.778560324952511,0.941057662658033,0.933333333333333
"pDC","FOSB",1000,0.780045535822007,0.970197348134443,1
"pDC","IRF9",100,0.714131253269288,0.777166204131977,0.740740740740741
"pDC","IRF9",500,0.725218967184081,0.914302600472813,0.82962962962963
"pDC","IRF9",1000,0.726976522652756,0.951253982937609,0.822222222222222
"pDC","STAT1",100,0.707208260317171,0.798902764929592,0.753439153439153
"pDC","STAT1",500,0.729520811501106,0.931791551032994,0.933333333333333
"pDC","STAT1",1000,0.728605648939586,0.960245143385754,0.933333333333333
"Platelets","ELF1",100,0.596107005746118,0.932112332112332,1
"Platelets","ELF1",500,0.605358348280929,0.972283272283272,1
"Platelets","ELF1",1000,0.606448654992813,0.985225885225885,1
"Platelets","MYC",100,0.547119965495505,0.958974358974359,1
"Platelets","MYC",500,0.553147186201226,0.98009768009768,1
"Platelets","MYC",1000,0.554488276259722,0.984493284493285,1
"Platelets","YY1",100,0.548254201776488,0.95982905982906,0.822222222222222
"Platelets","YY1",500,0.540391777882326,0.993284493284493,1
"Platelets","YY1",1000,0.540175815337355,0.995604395604396,1
"Platelets","TBX19",100,0.505691922535287,0.969108669108669,1
"Platelets","TBX19",500,0.528269319409669,0.986080586080586,1
"Platelets","TBX19",1000,0.52783217255249,0.992673992673993,1
"Platelets","TCF3",100,0.574073057433794,0.958485958485959,1
"Platelets","TCF3",500,0.569125774761994,0.977899877899878,1
"Platelets","TCF3",1000,0.572808694774942,0.983760683760684,1
"Platelets","TP53",100,0.548641225319584,0.940781440781441,1
"Platelets","TP53",500,0.557545331406211,0.973748473748474,1
"Platelets","TP53",1000,0.561095630250052,0.984371184371184,1
"Platelets","ELF4",100,0.472684649265335,0.973382173382173,0.933333333333333
"Platelets","ELF4",500,0.484069208487585,0.991575091575092,1
"Platelets","ELF4",1000,0.485787423722874,0.991086691086691,1
"Platelets","SPIB",100,0.516871505744957,0.913064713064713,0.718518518518518
"Platelets","SPIB",500,0.523971695421394,0.951404151404151,0.822222222222222
"Platelets","SPIB",1000,0.52296276994856,0.964713064713065,0.844444444444444
"Platelets","SP4",100,0.524821566452425,0.970695970695971,0.874074074074074
"Platelets","SP4",500,0.544038900578818,0.990598290598291,1
"Platelets","SP4",1000,0.546304439443922,0.994383394383394,1
"Platelets","POLR2A",100,0.52958649621776,0.926251526251526,1
"Platelets","POLR2A",500,0.535602802639765,0.973748473748474,1
"Platelets","POLR2A",1000,0.539310156597684,0.983272283272283,1
"Platelets","PRDM1",100,0.500911632753694,0.96947496947497,1
"Platelets","PRDM1",500,0.52116690257485,0.994505494505495,1
"Platelets","PRDM1",1000,0.521005857205848,0.997435897435897,1
"Platelets","ETV2",100,0.57273880000625,0.954212454212454,0.762962962962963
"Platelets","ETV2",500,0.587685713066654,0.985103785103785,1
"Platelets","ETV2",1000,0.587886186096264,0.991819291819292,1
"Platelets","KLF13",100,0.508315610297243,0.942490842490842,1
"Platelets","KLF13",500,0.525361849417996,0.974725274725275,1
"Platelets","KLF13",1000,0.528711706967701,0.982173382173382,1
"Platelets","KLF3",100,0.536285323426353,0.956532356532357,0.933333333333333
"Platelets","KLF3",500,0.54135298317257,0.986691086691087,1
"Platelets","KLF3",1000,0.544622000989009,0.995604395604396,1
"Platelets","JUN",100,0.50004845743377,0.936996336996337,1
