"dataset","cluster","tf","deltaPagoda","cor_score_expr","anchor_sign","anchored_delta","flipped","weak_anchor"
"covid","B","TBP",0.997587589456126,0.169897536489907,1,0.997587589456126,FALSE,TRUE
"covid","B","ZFY",0.999147454073146,0.0477168488482971,1,0.999147454073146,FALSE,TRUE
"covid","B","BACH2",1.00306046611833,-0.256500903395832,-1,-1.00306046611833,TRUE,FALSE
"covid","B","JUND",1.03655938905823,0.535261802510014,1,1.03655938905823,FALSE,FALSE
"covid","B","BDP1",1.09996067037077,0.255918564817888,1,1.09996067037077,FALSE,FALSE
"covid","B","NF1",1.11409624609207,0.238114788147284,1,1.11409624609207,FALSE,FALSE
"covid","B","KLF7",1.16037362265649,-0.15393559026866,-1,-1.16037362265649,TRUE,TRUE
"covid","B","REST",1.17257504104263,0.0947775749640013,1,1.17257504104263,FALSE,TRUE
"covid","B","JUN",1.18188414144556,0.58311961350859,1,1.18188414144556,FALSE,FALSE
"covid","B","NR4A3",1.22050958819733,0.188221853878425,1,1.22050958819733,FALSE,TRUE
"covid","B","TAF1",1.26986816537074,-0.0938281353107286,-1,-1.26986816537074,TRUE,TRUE
"covid","B","PGR",1.27606812423528,NA,NA,NA,FALSE,FALSE
"covid","B","MYC",1.29509495220172,0.120834314064314,1,1.29509495220172,FALSE,TRUE
"covid","B","MAF",1.36387442091538,-0.0132092318700485,-1,-1.36387442091538,TRUE,TRUE
"covid","B","HIVEP3",1.38697200084868,0.254135510220568,1,1.38697200084868,FALSE,FALSE
"covid","B","NR4A2",1.39071789490494,0.369157139431057,1,1.39071789490494,FALSE,FALSE
"covid","B","ELF1",1.43035194996852,0.476325176284222,1,1.43035194996852,FALSE,FALSE
"covid","B","STAT4",1.44937169306128,0.213693448015209,1,1.44937169306128,FALSE,FALSE
