p_val,avg_logFC,Severe/Mod (pct cell expr),Healthy (pct cells expr),p_val_adj,comp,gene,clust,pt,seurat_clusters,final
0.009241724,0.446458108,0.759,0.6,1,severe-mod_vs_Healthy_clust_18,SRRM2,18,severe-mod,18,T_IFN
0.009474101,-0.268444923,0.224,0.44,1,severe-mod_vs_Healthy_clust_18,SDHC,18,severe-mod,18,T_IFN
0.00950532,-0.40701952,0.176,0.36,1,severe-mod_vs_Healthy_clust_18,IFIT2,18,severe-mod,18,T_IFN
0.009704835,-0.273234716,0.202,0.4,1,severe-mod_vs_Healthy_clust_18,GLRX3,18,severe-mod,18,T_IFN
0.009929058,-0.482580475,0.304,0.52,1,severe-mod_vs_Healthy_clust_18,ORAI1,18,severe-mod,18,T_IFN
0.010039198,0.362546322,0.651,0.36,1,severe-mod_vs_Healthy_clust_18,STAT3,18,severe-mod,18,T_IFN
0.010041449,-0.333426044,0.759,0.96,1,severe-mod_vs_Healthy_clust_18,JUN,18,severe-mod,18,T_IFN
0.010088077,0.431058678,0.357,0.12,1,severe-mod_vs_Healthy_clust_18,C19orf24,18,severe-mod,18,T_IFN
0.010142953,0.535843501,0.503,0.24,1,severe-mod_vs_Healthy_clust_18,MYC,18,severe-mod,18,T_IFN
0.010440862,0.500841277,0.43,0.2,1,severe-mod_vs_Healthy_clust_18,CEBPZ,18,severe-mod,18,T_IFN
0.01058115,-0.428989395,0.12,0.28,1,severe-mod_vs_Healthy_clust_18,FAS,18,severe-mod,18,T_IFN
0.010595076,0.434878628,0.264,0.04,1,severe-mod_vs_Healthy_clust_18,ZCCHC7,18,severe-mod,18,T_IFN
0.010766872,0.48120754,0.281,0.04,1,severe-mod_vs_Healthy_clust_18,IFITM3,18,severe-mod,18,T_IFN
0.010780394,-0.284284796,0.17,0.36,1,severe-mod_vs_Healthy_clust_18,PLGRKT,18,severe-mod,18,T_IFN
0.010824638,0.406569575,0.264,0.04,1,severe-mod_vs_Healthy_clust_18,RNF114,18,severe-mod,18,T_IFN
0.010908067,-0.94846113,0.155,0.32,1,severe-mod_vs_Healthy_clust_18,GZMA,18,severe-mod,18,T_IFN
0.011528159,-0.320701105,0.764,0.8,1,severe-mod_vs_Healthy_clust_18,EIF3H,18,severe-mod,18,T_IFN
0.011832014,-0.32038729,0.677,0.92,1,severe-mod_vs_Healthy_clust_18,DUSP1,18,severe-mod,18,T_IFN
0.011905237,-0.492874781,0.336,0.56,1,severe-mod_vs_Healthy_clust_18,GBP2,18,severe-mod,18,T_IFN
0.012020443,0.432309597,0.262,0.04,1,severe-mod_vs_Healthy_clust_18,TPP2,18,severe-mod,18,T_IFN
0.01213296,-0.292797103,0.273,0.48,1,severe-mod_vs_Healthy_clust_18,GNB1,18,severe-mod,18,T_IFN
0.012205702,-0.336971359,0.417,0.64,1,severe-mod_vs_Healthy_clust_18,YME1L1,18,severe-mod,18,T_IFN
0.012393875,-0.286400303,0.382,0.6,1,severe-mod_vs_Healthy_clust_18,HNRNPUL1,18,severe-mod,18,T_IFN
0.012515347,0.430336874,0.303,0.08,1,severe-mod_vs_Healthy_clust_18,CDC26,18,severe-mod,18,T_IFN
0.012716289,0.376368496,0.875,0.72,1,severe-mod_vs_Healthy_clust_18,EIF4A2,18,severe-mod,18,T_IFN
0.012872839,0.398806728,0.266,0.04,1,severe-mod_vs_Healthy_clust_18,FAAP20,18,severe-mod,18,T_IFN
0.012946773,-0.437844436,0.361,0.6,1,severe-mod_vs_Healthy_clust_18,HLA-DPB1,18,severe-mod,18,T_IFN
0.013909691,0.45505967,0.304,0.08,1,severe-mod_vs_Healthy_clust_18,SFXN1,18,severe-mod,18,T_IFN
0.014090301,0.465182668,0.415,0.16,1,severe-mod_vs_Healthy_clust_18,SNHG25,18,severe-mod,18,T_IFN
0.014632976,-0.300844087,0.918,1,1,severe-mod_vs_Healthy_clust_18,TOMM7,18,severe-mod,18,T_IFN
0.014712284,-0.322514365,0.82,1,1,severe-mod_vs_Healthy_clust_18,SLC25A6,18,severe-mod,18,T_IFN
0.014828739,0.396129081,0.327,0.08,1,severe-mod_vs_Healthy_clust_18,KLF9,18,severe-mod,18,T_IFN
0.01502819,0.42833767,0.606,0.36,1,severe-mod_vs_Healthy_clust_18,PIM1,18,severe-mod,18,T_IFN
0.016167794,0.464788041,0.627,0.48,1,severe-mod_vs_Healthy_clust_18,PPP1R2,18,severe-mod,18,T_IFN
0.016239131,0.290420204,0.882,0.76,1,severe-mod_vs_Healthy_clust_18,RPL36A,18,severe-mod,18,T_IFN
0.016437468,0.452099289,0.412,0.2,1,severe-mod_vs_Healthy_clust_18,RASGRP2,18,severe-mod,18,T_IFN
0.016918442,0.397288585,0.836,0.84,1,severe-mod_vs_Healthy_clust_18,PNISR,18,severe-mod,18,T_IFN
0.017376385,0.553705939,0.655,0.44,1,severe-mod_vs_Healthy_clust_18,SOCS3,18,severe-mod,18,T_IFN
0.017387122,-0.644732539,0.397,0.56,1,severe-mod_vs_Healthy_clust_18,GBP1,18,severe-mod,18,T_IFN
0.017547437,-0.322951169,0.235,0.44,1,severe-mod_vs_Healthy_clust_18,GLIPR1,18,severe-mod,18,T_IFN
0.017753919,-0.279879151,0.571,0.8,1,severe-mod_vs_Healthy_clust_18,TSPO,18,severe-mod,18,T_IFN
0.017871169,-0.260659459,0.181,0.36,1,severe-mod_vs_Healthy_clust_18,BTN3A3,18,severe-mod,18,T_IFN
0.017986044,0.387452309,0.359,0.12,1,severe-mod_vs_Healthy_clust_18,CWF19L2,18,severe-mod,18,T_IFN
0.018265777,0.413882235,0.452,0.24,1,severe-mod_vs_Healthy_clust_18,LRPAP1,18,severe-mod,18,T_IFN
0.018567035,-0.276304048,0.736,0.92,1,severe-mod_vs_Healthy_clust_18,EIF3F,18,severe-mod,18,T_IFN
0.0186759,-0.388076784,0.376,0.56,1,severe-mod_vs_Healthy_clust_18,CASP4,18,severe-mod,18,T_IFN
0.018733343,-0.296108039,0.869,1,1,severe-mod_vs_Healthy_clust_18,CD3D,18,severe-mod,18,T_IFN
0.019010035,0.490862238,0.453,0.24,1,severe-mod_vs_Healthy_clust_18,CHD2,18,severe-mod,18,T_IFN
0.019142844,-0.296177933,0.45,0.68,1,severe-mod_vs_Healthy_clust_18,IDS,18,severe-mod,18,T_IFN
0.01960631,-0.25036551,0.78,0.92,1,severe-mod_vs_Healthy_clust_18,LAPTM5,18,severe-mod,18,T_IFN
0.019655136,0.384593326,0.481,0.24,1,severe-mod_vs_Healthy_clust_18,SPCS3,18,severe-mod,18,T_IFN
0.02044301,0.381253624,0.742,0.56,1,severe-mod_vs_Healthy_clust_18,COX5B,18,severe-mod,18,T_IFN
0.021861355,0.315482004,0.796,0.72,1,severe-mod_vs_Healthy_clust_18,7-Sep,18,severe-mod,18,T_IFN
0.022424012,-0.274508814,0.337,0.56,1,severe-mod_vs_Healthy_clust_18,PRDM2,18,severe-mod,18,T_IFN
0.022507232,0.453190049,0.538,0.36,1,severe-mod_vs_Healthy_clust_18,FAM133B,18,severe-mod,18,T_IFN
0.022704641,-0.273000475,0.532,0.76,1,severe-mod_vs_Healthy_clust_18,ITM2A,18,severe-mod,18,T_IFN
0.022725146,0.384823571,0.497,0.24,1,severe-mod_vs_Healthy_clust_18,PSMA3-AS1,18,severe-mod,18,T_IFN
0.0227477,-0.385663203,0.552,0.76,1,severe-mod_vs_Healthy_clust_18,ARHGAP15,18,severe-mod,18,T_IFN
0.022824342,-0.261111824,0.129,0.28,1,severe-mod_vs_Healthy_clust_18,CD82,18,severe-mod,18,T_IFN
0.022874934,0.441777535,0.491,0.28,1,severe-mod_vs_Healthy_clust_18,CDKN2D,18,severe-mod,18,T_IFN
0.02312452,0.30659484,0.583,0.36,1,severe-mod_vs_Healthy_clust_18,ATP5MPL,18,severe-mod,18,T_IFN
0.023586536,-0.267719408,0.239,0.44,1,severe-mod_vs_Healthy_clust_18,SDAD1,18,severe-mod,18,T_IFN
0.023706719,-0.322278099,0.466,0.6,1,severe-mod_vs_Healthy_clust_18,RAP1A,18,severe-mod,18,T_IFN
0.023824325,0.414663198,0.438,0.24,1,severe-mod_vs_Healthy_clust_18,ANP32A,18,severe-mod,18,T_IFN
0.024081252,-0.292945458,0.909,0.96,1,severe-mod_vs_Healthy_clust_18,ACTG1,18,severe-mod,18,T_IFN
0.024229342,-0.365342733,0.965,1,1,severe-mod_vs_Healthy_clust_18,RPL27A,18,severe-mod,18,T_IFN
0.024339458,0.412670328,0.682,0.56,1,severe-mod_vs_Healthy_clust_18,EPB41,18,severe-mod,18,T_IFN
0.024344337,-0.290694559,0.321,0.52,1,severe-mod_vs_Healthy_clust_18,NDUFA6,18,severe-mod,18,T_IFN
0.024418785,0.458914422,0.44,0.24,1,severe-mod_vs_Healthy_clust_18,MDM4,18,severe-mod,18,T_IFN
0.024750144,0.456307308,0.371,0.16,1,severe-mod_vs_Healthy_clust_18,SMG1,18,severe-mod,18,T_IFN
0.025282706,0.396342253,0.453,0.24,1,severe-mod_vs_Healthy_clust_18,KRTCAP2,18,severe-mod,18,T_IFN
0.025337545,0.43408913,0.533,0.36,1,severe-mod_vs_Healthy_clust_18,HSPE1,18,severe-mod,18,T_IFN
0.025551459,0.439598019,0.456,0.28,1,severe-mod_vs_Healthy_clust_18,VSIR,18,severe-mod,18,T_IFN
0.025650146,0.380959098,0.957,0.92,1,severe-mod_vs_Healthy_clust_18,IL7R,18,severe-mod,18,T_IFN
0.026015172,-0.420073164,0.621,0.8,1,severe-mod_vs_Healthy_clust_18,CD99,18,severe-mod,18,T_IFN
0.026163475,0.420996628,0.435,0.2,1,severe-mod_vs_Healthy_clust_18,SATB1,18,severe-mod,18,T_IFN
0.02623314,0.343964009,0.296,0.08,1,severe-mod_vs_Healthy_clust_18,NAE1,18,severe-mod,18,T_IFN
0.027627033,0.410161372,0.571,0.44,1,severe-mod_vs_Healthy_clust_18,RBMX,18,severe-mod,18,T_IFN
0.027685413,0.349197019,0.278,0.08,1,severe-mod_vs_Healthy_clust_18,STAU1,18,severe-mod,18,T_IFN
0.027715729,0.417357455,0.695,0.6,1,severe-mod_vs_Healthy_clust_18,HNRNPH1,18,severe-mod,18,T_IFN
0.028025045,0.419644132,0.573,0.4,1,severe-mod_vs_Healthy_clust_18,HNRNPH3,18,severe-mod,18,T_IFN
0.028305028,0.364815558,0.276,0.08,1,severe-mod_vs_Healthy_clust_18,CDC25B,18,severe-mod,18,T_IFN
0.028568442,-0.276405902,0.251,0.44,1,severe-mod_vs_Healthy_clust_18,ARHGAP9,18,severe-mod,18,T_IFN
0.028809754,-0.291661963,0.135,0.28,1,severe-mod_vs_Healthy_clust_18,SLC4A1AP,18,severe-mod,18,T_IFN
0.028965269,0.391483674,0.319,0.12,1,severe-mod_vs_Healthy_clust_18,RNASEH2C,18,severe-mod,18,T_IFN
0.029269633,-0.264349702,0.223,0.4,1,severe-mod_vs_Healthy_clust_18,DYNLL2,18,severe-mod,18,T_IFN
0.029439414,-0.310976665,0.7,0.88,1,severe-mod_vs_Healthy_clust_18,TRIR,18,severe-mod,18,T_IFN
0.030099539,0.355457239,0.551,0.36,1,severe-mod_vs_Healthy_clust_18,SSU72,18,severe-mod,18,T_IFN
0.030282257,0.433419026,0.524,0.36,1,severe-mod_vs_Healthy_clust_18,PCM1,18,severe-mod,18,T_IFN
0.030283793,-0.278796603,0.171,0.32,1,severe-mod_vs_Healthy_clust_18,NIPSNAP2,18,severe-mod,18,T_IFN
0.03033615,0.376400259,0.267,0.08,1,severe-mod_vs_Healthy_clust_18,ZC3H7A,18,severe-mod,18,T_IFN
0.030735788,-0.262942969,0.864,0.96,1,severe-mod_vs_Healthy_clust_18,COMMD6,18,severe-mod,18,T_IFN
0.030868888,0.442715082,0.359,0.16,1,severe-mod_vs_Healthy_clust_18,CD63,18,severe-mod,18,T_IFN
0.03166606,-0.435249758,0.273,0.48,1,severe-mod_vs_Healthy_clust_18,IFRD1,18,severe-mod,18,T_IFN
0.031840398,0.308803069,0.293,0.08,1,severe-mod_vs_Healthy_clust_18,HNRNPL,18,severe-mod,18,T_IFN
0.031940359,-0.470674607,0.163,0.32,1,severe-mod_vs_Healthy_clust_18,ACTN4,18,severe-mod,18,T_IFN
0.031976265,0.344339771,0.521,0.32,1,severe-mod_vs_Healthy_clust_18,NDUFA13,18,severe-mod,18,T_IFN
0.032947516,0.40151688,0.479,0.28,1,severe-mod_vs_Healthy_clust_18,SUN2,18,severe-mod,18,T_IFN
0.034856504,0.408001842,0.648,0.52,1,severe-mod_vs_Healthy_clust_18,KIF2A,18,severe-mod,18,T_IFN
0.035105988,0.398347383,0.389,0.16,1,severe-mod_vs_Healthy_clust_18,PDE3B,18,severe-mod,18,T_IFN
0.035254048,-0.267787601,0.825,0.92,1,severe-mod_vs_Healthy_clust_18,ARPC2,18,severe-mod,18,T_IFN
0.035905482,0.454166563,0.616,0.4,1,severe-mod_vs_Healthy_clust_18,HIST1H1E,18,severe-mod,18,T_IFN
0.03612409,0.361501096,0.769,0.72,1,severe-mod_vs_Healthy_clust_18,PIK3IP1,18,severe-mod,18,T_IFN
0.03637032,-0.252259803,0.304,0.52,1,severe-mod_vs_Healthy_clust_18,BSG,18,severe-mod,18,T_IFN
0.037084201,0.397662035,0.311,0.12,1,severe-mod_vs_Healthy_clust_18,ZFAND5,18,severe-mod,18,T_IFN
0.037404751,-0.26140991,0.907,1,1,severe-mod_vs_Healthy_clust_18,PFN1,18,severe-mod,18,T_IFN
0.037705239,0.381038715,0.26,0.08,1,severe-mod_vs_Healthy_clust_18,TTC37,18,severe-mod,18,T_IFN
0.03884769,0.400581445,0.295,0.12,1,severe-mod_vs_Healthy_clust_18,MAP3K1,18,severe-mod,18,T_IFN
0.03935234,0.345964256,0.274,0.08,1,severe-mod_vs_Healthy_clust_18,YIPF4,18,severe-mod,18,T_IFN
0.040220702,0.410132919,0.293,0.12,1,severe-mod_vs_Healthy_clust_18,TRIM44,18,severe-mod,18,T_IFN
0.040535188,-0.330107804,0.281,0.44,1,severe-mod_vs_Healthy_clust_18,PPP1R18,18,severe-mod,18,T_IFN
0.040624858,0.392641738,0.595,0.4,1,severe-mod_vs_Healthy_clust_18,KMT2E,18,severe-mod,18,T_IFN
0.041015832,-0.293107243,0.516,0.68,1,severe-mod_vs_Healthy_clust_18,LAT,18,severe-mod,18,T_IFN
0.041067931,-0.301114133,0.211,0.36,1,severe-mod_vs_Healthy_clust_18,RAB8B,18,severe-mod,18,T_IFN
0.041919368,-0.265013926,0.453,0.64,1,severe-mod_vs_Healthy_clust_18,DNAJB1,18,severe-mod,18,T_IFN
0.042040089,0.424891585,0.607,0.48,1,severe-mod_vs_Healthy_clust_18,PRMT2,18,severe-mod,18,T_IFN
0.04224911,0.365617933,0.316,0.12,1,severe-mod_vs_Healthy_clust_18,CFDP1,18,severe-mod,18,T_IFN
0.04246906,0.309123381,0.688,0.44,1,severe-mod_vs_Healthy_clust_18,TCF7,18,severe-mod,18,T_IFN
0.043053874,0.434289314,0.487,0.28,1,severe-mod_vs_Healthy_clust_18,RORA,18,severe-mod,18,T_IFN
0.0432544,-0.255847532,0.176,0.32,1,severe-mod_vs_Healthy_clust_18,COL4A3BP,18,severe-mod,18,T_IFN
0.043492171,0.360013293,0.289,0.12,1,severe-mod_vs_Healthy_clust_18,NMT1,18,severe-mod,18,T_IFN
0.04349362,-0.379451996,0.606,0.84,1,severe-mod_vs_Healthy_clust_18,PPP1R15A,18,severe-mod,18,T_IFN
0.044866225,0.315115809,0.534,0.36,1,severe-mod_vs_Healthy_clust_18,MIF,18,severe-mod,18,T_IFN
0.045386997,0.29975712,0.315,0.12,1,severe-mod_vs_Healthy_clust_18,SNRPA1,18,severe-mod,18,T_IFN
0.045747297,0.394684433,0.382,0.2,1,severe-mod_vs_Healthy_clust_18,R3HDM2,18,severe-mod,18,T_IFN
0.046803075,0.436247886,0.917,0.96,1,severe-mod_vs_Healthy_clust_18,ISG15,18,severe-mod,18,T_IFN
0.046813013,-0.293505298,0.4,0.64,1,severe-mod_vs_Healthy_clust_18,LAP3,18,severe-mod,18,T_IFN
0.046818663,-0.305191231,0.362,0.48,1,severe-mod_vs_Healthy_clust_18,TMEM173,18,severe-mod,18,T_IFN
0.047271535,0.367133653,0.449,0.24,1,severe-mod_vs_Healthy_clust_18,ILF3,18,severe-mod,18,T_IFN
0.049346963,-0.345011185,0.339,0.52,1,severe-mod_vs_Healthy_clust_18,POLR2J,18,severe-mod,18,T_IFN
0.049348226,-0.260020926,0.708,0.76,1,severe-mod_vs_Healthy_clust_18,MZT2B,18,severe-mod,18,T_IFN
0.049393666,0.293959712,0.315,0.12,1,severe-mod_vs_Healthy_clust_18,STK38,18,severe-mod,18,T_IFN
0.049559373,0.394834566,0.805,0.84,1,severe-mod_vs_Healthy_clust_18,STK17B,18,severe-mod,18,T_IFN
0.049644269,0.351677011,0.339,0.16,1,severe-mod_vs_Healthy_clust_18,RAB8A,18,severe-mod,18,T_IFN
2.88E-64,-0.415884882,0.998,1,9.65E-60,severe-mod_vs_Healthy_clust_19,RPL10,19,severe-mod,19,HSC
1.55E-54,1.498418237,0.67,0.095,5.20E-50,severe-mod_vs_Healthy_clust_19,IFI44L,19,severe-mod,19,HSC
1.47E-52,-0.393510955,1,1,4.91E-48,severe-mod_vs_Healthy_clust_19,RPS14,19,severe-mod,19,HSC
9.44E-52,1.128185811,0.659,0.105,3.16E-47,severe-mod_vs_Healthy_clust_19,MX1,19,severe-mod,19,HSC
3.77E-46,0.943533966,0.799,0.336,1.27E-41,severe-mod_vs_Healthy_clust_19,IFITM3,19,severe-mod,19,HSC
1.36E-40,0.794901607,0.963,0.736,4.57E-36,severe-mod_vs_Healthy_clust_19,HIST1H1E,19,severe-mod,19,HSC
5.27E-39,0.765549258,0.915,0.631,1.77E-34,severe-mod_vs_Healthy_clust_19,LY6E,19,severe-mod,19,HSC
1.07E-38,1.366098074,0.725,0.322,3.59E-34,severe-mod_vs_Healthy_clust_19,IFI6,19,severe-mod,19,HSC
6.94E-37,0.938996145,0.766,0.366,2.33E-32,severe-mod_vs_Healthy_clust_19,XAF1,19,severe-mod,19,HSC
3.17E-35,-0.267656018,1,0.993,1.06E-30,severe-mod_vs_Healthy_clust_19,RPL19,19,severe-mod,19,HSC
7.91E-34,-0.296826003,1,0.997,2.65E-29,severe-mod_vs_Healthy_clust_19,RPL3,19,severe-mod,19,HSC
3.47E-33,0.68277671,0.939,0.82,1.16E-28,severe-mod_vs_Healthy_clust_19,BST2,19,severe-mod,19,HSC
5.55E-33,0.61541058,0.716,0.336,1.86E-28,severe-mod_vs_Healthy_clust_19,EPSTI1,19,severe-mod,19,HSC
2.48E-31,0.782017479,0.895,0.637,8.32E-27,severe-mod_vs_Healthy_clust_19,HIST1H1D,19,severe-mod,19,HSC
9.78E-29,-0.272599975,1,1,3.28E-24,severe-mod_vs_Healthy_clust_19,RPS3A,19,severe-mod,19,HSC
8.10E-26,0.271392427,0.998,0.993,2.72E-21,severe-mod_vs_Healthy_clust_19,RPL36,19,severe-mod,19,HSC
1.55E-25,0.341984966,0.697,0.315,5.20E-21,severe-mod_vs_Healthy_clust_19,ANXA5,19,severe-mod,19,HSC
2.00E-24,-0.502610277,0.989,0.993,6.70E-20,severe-mod_vs_Healthy_clust_19,JUND,19,severe-mod,19,HSC
2.86E-24,1.036200966,0.672,0.363,9.59E-20,severe-mod_vs_Healthy_clust_19,ISG15,19,severe-mod,19,HSC
3.22E-24,0.654738221,0.862,0.627,1.08E-19,severe-mod_vs_Healthy_clust_19,HIST1H1C,19,severe-mod,19,HSC
5.27E-24,0.628652831,0.762,0.488,1.77E-19,severe-mod_vs_Healthy_clust_19,EIF2AK2,19,severe-mod,19,HSC
3.43E-23,0.393045211,0.587,0.234,1.15E-18,severe-mod_vs_Healthy_clust_19,IFI44,19,severe-mod,19,HSC
6.29E-23,0.527022448,0.873,0.725,2.11E-18,severe-mod_vs_Healthy_clust_19,YBX3,19,severe-mod,19,HSC
1.48E-22,0.422991151,0.622,0.285,4.97E-18,severe-mod_vs_Healthy_clust_19,PLSCR1,19,severe-mod,19,HSC
3.53E-22,-0.337362947,0.996,0.986,1.18E-17,severe-mod_vs_Healthy_clust_19,RPS11,19,severe-mod,19,HSC
1.38E-21,0.45107145,0.585,0.251,4.63E-17,severe-mod_vs_Healthy_clust_19,SAMD9L,19,severe-mod,19,HSC
3.50E-20,0.368570421,0.513,0.197,1.17E-15,severe-mod_vs_Healthy_clust_19,PARP9,19,severe-mod,19,HSC
3.88E-20,0.256334102,0.996,0.983,1.30E-15,severe-mod_vs_Healthy_clust_19,RPS10,19,severe-mod,19,HSC
3.90E-20,0.285080072,0.432,0.119,1.31E-15,severe-mod_vs_Healthy_clust_19,PRKG1,19,severe-mod,19,HSC
6.35E-20,-0.469973467,0.919,0.959,2.13E-15,severe-mod_vs_Healthy_clust_19,FOSB,19,severe-mod,19,HSC
1.19E-19,0.52756535,0.325,0.051,3.99E-15,severe-mod_vs_Healthy_clust_19,IFIT1,19,severe-mod,19,HSC
1.21E-19,0.602861928,0.886,0.746,4.04E-15,severe-mod_vs_Healthy_clust_19,HLA-DRB1,19,severe-mod,19,HSC
1.36E-19,0.881862241,0.424,0.119,4.57E-15,severe-mod_vs_Healthy_clust_19,AVP,19,severe-mod,19,HSC
1.43E-19,1.515970851,0.485,0.173,4.81E-15,severe-mod_vs_Healthy_clust_19,AREG,19,severe-mod,19,HSC
2.07E-19,0.596616554,0.402,0.108,6.94E-15,severe-mod_vs_Healthy_clust_19,IFIT3,19,severe-mod,19,HSC
2.16E-19,-0.281592637,1,0.997,7.26E-15,severe-mod_vs_Healthy_clust_19,RPL13A,19,severe-mod,19,HSC
3.05E-19,0.343707094,0.345,0.064,1.02E-14,severe-mod_vs_Healthy_clust_19,RSAD2,19,severe-mod,19,HSC
3.70E-19,0.355576107,0.336,0.058,1.24E-14,severe-mod_vs_Healthy_clust_19,OAS1,19,severe-mod,19,HSC
4.39E-19,0.371508164,0.683,0.4,1.47E-14,severe-mod_vs_Healthy_clust_19,MSRB3,19,severe-mod,19,HSC
4.29E-18,0.409486345,0.801,0.597,1.44E-13,severe-mod_vs_Healthy_clust_19,IFI16,19,severe-mod,19,HSC
9.33E-18,0.357405756,0.795,0.542,3.13E-13,severe-mod_vs_Healthy_clust_19,SP100,19,severe-mod,19,HSC
9.51E-18,0.313089411,0.959,0.892,3.19E-13,severe-mod_vs_Healthy_clust_19,RPL36A,19,severe-mod,19,HSC
1.16E-17,-0.29293459,0.991,1,3.89E-13,severe-mod_vs_Healthy_clust_19,EEF1B2,19,severe-mod,19,HSC
3.14E-17,-0.352491202,0.961,0.956,1.05E-12,severe-mod_vs_Healthy_clust_19,GNAS,19,severe-mod,19,HSC
3.79E-17,0.374360077,0.657,0.373,1.27E-12,severe-mod_vs_Healthy_clust_19,ATP8B4,19,severe-mod,19,HSC
7.47E-17,0.276426193,0.421,0.136,2.50E-12,severe-mod_vs_Healthy_clust_19,IFIH1,19,severe-mod,19,HSC
1.04E-16,0.406229045,0.775,0.563,3.50E-12,severe-mod_vs_Healthy_clust_19,TPM4,19,severe-mod,19,HSC
1.10E-16,0.252225054,0.504,0.197,3.69E-12,severe-mod_vs_Healthy_clust_19,TYMP,19,severe-mod,19,HSC
2.12E-16,0.267353901,0.574,0.2,7.11E-12,severe-mod_vs_Healthy_clust_19,JCHAIN,19,severe-mod,19,HSC
4.58E-16,0.316750241,0.742,0.515,1.53E-11,severe-mod_vs_Healthy_clust_19,TCEAL4,19,severe-mod,19,HSC
2.24E-15,-0.347725961,0.967,0.99,7.51E-11,severe-mod_vs_Healthy_clust_19,FOS,19,severe-mod,19,HSC
2.55E-15,0.492633597,0.646,0.39,8.57E-11,severe-mod_vs_Healthy_clust_19,H1F0,19,severe-mod,19,HSC
2.81E-15,0.284463431,0.919,0.803,9.43E-11,severe-mod_vs_Healthy_clust_19,YWHAE,19,severe-mod,19,HSC
3.52E-15,0.30320724,0.395,0.139,1.18E-10,severe-mod_vs_Healthy_clust_19,DDX60,19,severe-mod,19,HSC
3.67E-15,0.286202291,0.681,0.434,1.23E-10,severe-mod_vs_Healthy_clust_19,CEBPZ,19,severe-mod,19,HSC
5.29E-15,0.424258266,0.784,0.603,1.78E-10,severe-mod_vs_Healthy_clust_19,EGFL7,19,severe-mod,19,HSC
7.70E-15,0.270687296,0.452,0.18,2.58E-10,severe-mod_vs_Healthy_clust_19,PROM1,19,severe-mod,19,HSC
1.00E-14,0.35865573,0.793,0.553,3.35E-10,severe-mod_vs_Healthy_clust_19,HSPB1,19,severe-mod,19,HSC
1.23E-14,0.30919522,0.648,0.383,4.12E-10,severe-mod_vs_Healthy_clust_19,STAT1,19,severe-mod,19,HSC
1.76E-14,-0.341515641,0.707,0.834,5.89E-10,severe-mod_vs_Healthy_clust_19,MAP2K2,19,severe-mod,19,HSC
1.76E-14,0.322824337,0.64,0.353,5.90E-10,severe-mod_vs_Healthy_clust_19,TFPI,19,severe-mod,19,HSC
2.07E-14,0.348040779,0.454,0.186,6.96E-10,severe-mod_vs_Healthy_clust_19,IRF7,19,severe-mod,19,HSC
3.39E-14,-0.504321707,0.749,0.854,1.14E-09,severe-mod_vs_Healthy_clust_19,ZFP36,19,severe-mod,19,HSC
3.45E-14,0.264362262,0.559,0.278,1.16E-09,severe-mod_vs_Healthy_clust_19,STOM,19,severe-mod,19,HSC
3.61E-14,0.35096915,0.487,0.224,1.21E-09,severe-mod_vs_Healthy_clust_19,MMRN1,19,severe-mod,19,HSC
3.68E-14,0.254207969,0.493,0.217,1.23E-09,severe-mod_vs_Healthy_clust_19,APP,19,severe-mod,19,HSC
5.76E-14,0.270062704,0.926,0.763,1.93E-09,severe-mod_vs_Healthy_clust_19,ATP5ME,19,severe-mod,19,HSC
6.35E-14,0.292929236,0.972,0.939,2.13E-09,severe-mod_vs_Healthy_clust_19,MTRNR2L12,19,severe-mod,19,HSC
7.24E-14,0.496648643,0.55,0.305,2.43E-09,severe-mod_vs_Healthy_clust_19,MDK,19,severe-mod,19,HSC
7.36E-14,0.360148011,0.926,0.773,2.47E-09,severe-mod_vs_Healthy_clust_19,NUCB2,19,severe-mod,19,HSC
1.15E-13,0.325979751,0.605,0.356,3.84E-09,severe-mod_vs_Healthy_clust_19,SNHG25,19,severe-mod,19,HSC
1.15E-13,0.411982808,0.557,0.312,3.87E-09,severe-mod_vs_Healthy_clust_19,MT2A,19,severe-mod,19,HSC
1.41E-13,0.285005865,0.336,0.102,4.72E-09,severe-mod_vs_Healthy_clust_19,OAS2,19,severe-mod,19,HSC
2.08E-13,0.70349229,0.286,0.071,6.98E-09,severe-mod_vs_Healthy_clust_19,HBB,19,severe-mod,19,HSC
4.48E-13,0.279759325,0.753,0.539,1.50E-08,severe-mod_vs_Healthy_clust_19,ADAR,19,severe-mod,19,HSC
5.03E-13,0.347004622,0.576,0.325,1.69E-08,severe-mod_vs_Healthy_clust_19,NPDC1,19,severe-mod,19,HSC
7.01E-13,0.265181276,0.638,0.373,2.35E-08,severe-mod_vs_Healthy_clust_19,RNF213,19,severe-mod,19,HSC
9.35E-13,0.276892585,0.753,0.522,3.14E-08,severe-mod_vs_Healthy_clust_19,SPTLC2,19,severe-mod,19,HSC
1.44E-12,0.266733341,0.963,0.888,4.81E-08,severe-mod_vs_Healthy_clust_19,HNRNPDL,19,severe-mod,19,HSC
4.11E-12,0.28179755,0.5,0.247,1.38E-07,severe-mod_vs_Healthy_clust_19,TRIM22,19,severe-mod,19,HSC
4.60E-12,0.297105599,0.546,0.319,1.54E-07,severe-mod_vs_Healthy_clust_19,MIR181A1HG,19,severe-mod,19,HSC
